Order,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,MS Zoning,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Sale Type,Sale Condition,SalePrice
1460.0,907255020.0,60.0,68.0,9240.0,8.0,5.0,2001.0,2002.0,396.0,0.0,0.0,1055.0,1055.0,1055.0,1208.0,0.0,2263.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2001.0,2.0,905.0,0.0,45.0,0.0,0.0,189.0,0.0,0.0,9.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,287000
1461.0,907255030.0,60.0,68.0,9720.0,9.0,5.0,2001.0,2002.0,134.0,1194.0,0.0,163.0,1357.0,1366.0,581.0,0.0,1947.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2001.0,3.0,725.0,168.0,116.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,274000
1462.0,907255060.0,20.0,68.0,14860.0,8.0,5.0,2002.0,2003.0,240.0,1538.0,0.0,240.0,1778.0,1786.0,0.0,0.0,1786.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,2002.0,3.0,715.0,182.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,RL,Pave,Grvl,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,300000
1463.0,907260010.0,60.0,68.0,11250.0,8.0,5.0,2002.0,2002.0,0.0,0.0,0.0,1128.0,1128.0,1149.0,1141.0,0.0,2290.0,0.0,0.0,2.0,1.0,4.0,1.0,9.0,1.0,2002.0,2.0,779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,255900
1464.0,907262030.0,60.0,65.0,8158.0,7.0,5.0,2003.0,2003.0,252.0,550.0,0.0,334.0,884.0,884.0,884.0,0.0,1768.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,0.0,2003.0,2.0,543.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,224900
1465.0,907262060.0,60.0,41.0,10905.0,7.0,5.0,2003.0,2003.0,0.0,0.0,0.0,1129.0,1129.0,1129.0,1198.0,0.0,2327.0,0.0,0.0,2.0,1.0,4.0,1.0,9.0,1.0,2003.0,2.0,596.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,RL,Pave,Grvl,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,240000
1466.0,907262070.0,60.0,72.0,7226.0,7.0,5.0,2003.0,2003.0,0.0,0.0,0.0,798.0,798.0,798.0,842.0,0.0,1640.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,2003.0,2.0,595.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,183000
1467.0,907265100.0,60.0,96.0,11690.0,8.0,5.0,1999.0,2000.0,192.0,0.0,0.0,850.0,850.0,886.0,878.0,0.0,1764.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1999.0,2.0,560.0,120.0,29.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,207000
1468.0,907285080.0,60.0,70.0,8750.0,7.0,5.0,1994.0,1995.0,0.0,642.0,0.0,273.0,915.0,933.0,975.0,0.0,1908.0,1.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,1994.0,2.0,493.0,144.0,133.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,210000
1469.0,907290150.0,120.0,37.0,4435.0,6.0,5.0,2003.0,2003.0,170.0,686.0,0.0,162.0,848.0,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,2003.0,2.0,420.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,136500
1470.0,907290250.0,120.0,68.0,4426.0,6.0,5.0,2004.0,2004.0,205.0,662.0,0.0,186.0,848.0,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,2004.0,2.0,420.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2008.0,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,145000
1471.0,907295020.0,20.0,75.0,13125.0,6.0,5.0,1997.0,1998.0,215.0,994.0,0.0,484.0,1478.0,1493.0,0.0,0.0,1493.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1997.0,2.0,508.0,140.0,39.0,0.0,0.0,0.0,0.0,0.0,4.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,208900
1472.0,907295100.0,90.0,83.0,10126.0,6.0,5.0,1997.0,1998.0,0.0,1593.0,162.0,83.0,1838.0,1838.0,0.0,0.0,1838.0,2.0,0.0,2.0,0.0,2.0,2.0,8.0,0.0,1998.0,3.0,721.0,160.0,67.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,Duplex,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Gd,TA,Gd,GLQ,LwQ,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,WD ,Abnorml,185000
1473.0,907405020.0,20.0,70.0,9135.0,7.0,5.0,2002.0,2003.0,113.0,810.0,0.0,726.0,1536.0,1536.0,0.0,0.0,1536.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,2002.0,2.0,532.0,192.0,74.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,214000
1474.0,907405140.0,60.0,65.0,8450.0,7.0,5.0,2003.0,2003.0,196.0,706.0,0.0,150.0,856.0,856.0,854.0,0.0,1710.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,0.0,2003.0,2.0,548.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,2.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,208500
1475.0,907412040.0,20.0,75.0,9750.0,7.0,5.0,2004.0,2004.0,50.0,24.0,0.0,1421.0,1445.0,1445.0,0.0,0.0,1445.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,2004.0,2.0,470.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,186500
1476.0,907412070.0,20.0,65.0,8450.0,7.0,5.0,2004.0,2004.0,266.0,946.0,0.0,490.0,1436.0,1436.0,0.0,0.0,1436.0,1.0,0.0,2.0,0.0,3.0,1.0,8.0,0.0,2004.0,2.0,484.0,139.0,98.0,0.0,0.0,0.0,0.0,0.0,4.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,210000
1477.0,907412080.0,60.0,64.0,8320.0,7.0,5.0,2004.0,2004.0,0.0,490.0,0.0,280.0,770.0,770.0,812.0,0.0,1582.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,2004.0,2.0,520.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,185900
1478.0,907412090.0,20.0,85.0,11049.0,8.0,5.0,2007.0,2007.0,0.0,0.0,0.0,1234.0,1234.0,1234.0,0.0,0.0,1234.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,2007.0,2.0,484.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,179900
1479.0,907418010.0,20.0,85.0,11058.0,7.0,6.0,2007.0,2007.0,212.0,56.0,0.0,1508.0,1564.0,1564.0,0.0,0.0,1564.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,2007.0,3.0,814.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,218836
1480.0,907418040.0,20.0,74.0,9627.0,7.0,5.0,2007.0,2007.0,0.0,24.0,0.0,1327.0,1351.0,1361.0,0.0,0.0,1361.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,2007.0,2.0,610.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,193000
1481.0,907420080.0,60.0,63.0,8199.0,7.0,5.0,2005.0,2005.0,0.0,648.0,0.0,80.0,728.0,728.0,728.0,0.0,1456.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2005.0,2.0,410.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,189000
1482.0,907425010.0,120.0,68.0,4426.0,6.0,5.0,2004.0,2004.0,147.0,697.0,0.0,151.0,848.0,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2004.0,2.0,420.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,149300
1483.0,907425015.0,120.0,68.0,4426.0,6.0,5.0,2004.0,2004.0,147.0,697.0,0.0,151.0,848.0,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2004.0,2.0,420.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,141000
1484.0,907425030.0,120.0,68.0,4438.0,6.0,5.0,2004.0,2004.0,205.0,662.0,0.0,186.0,848.0,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2004.0,2.0,420.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,149000
1485.0,907425035.0,120.0,68.0,4438.0,6.0,5.0,2004.0,2004.0,169.0,662.0,0.0,186.0,848.0,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,2004.0,2.0,420.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,ConLD,Normal,144500
1486.0,908102030.0,30.0,67.0,8777.0,5.0,7.0,1910.0,1950.0,0.0,0.0,0.0,796.0,796.0,796.0,0.0,0.0,796.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1979.0,0.0,0.0,328.0,0.0,164.0,0.0,0.0,0.0,0.0,5.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,MetalSd,Wd Sdng,BrkFace,TA,TA,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,Gd,Attchd,Unf,TA,TA,P,Ex,MnPrv,Shed,WD ,Normal,85000
1487.0,908102040.0,90.0,67.0,8777.0,5.0,7.0,1900.0,2003.0,0.0,1084.0,0.0,188.0,1272.0,1272.0,928.0,0.0,2200.0,2.0,0.0,2.0,2.0,4.0,2.0,9.0,0.0,1979.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,N,Ex,GdPrv,Shed,WD ,Normal,145900
1488.0,908102140.0,20.0,75.0,9825.0,5.0,5.0,1966.0,1966.0,0.0,609.0,0.0,483.0,1092.0,1092.0,0.0,0.0,1092.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1966.0,1.0,264.0,259.0,0.0,0.0,0.0,161.0,0.0,0.0,4.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,COD,Abnorml,123000
1489.0,908102260.0,20.0,75.0,9937.0,5.0,6.0,1965.0,1965.0,0.0,830.0,290.0,136.0,1256.0,1256.0,0.0,0.0,1256.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0,0.0,1965.0,1.0,276.0,736.0,68.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,147500
1490.0,908103260.0,85.0,64.0,12102.0,5.0,5.0,1976.0,1976.0,222.0,456.0,0.0,0.0,456.0,1033.0,0.0,0.0,1033.0,0.0,1.0,1.0,0.0,3.0,1.0,6.0,0.0,1976.0,2.0,504.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,Gd,Gd,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,BuiltIn,RFn,Fa,TA,Y,Ex,MnPrv,Shed,WD ,Family,165000
1491.0,908103280.0,20.0,65.0,6500.0,6.0,6.0,1976.0,1976.0,84.0,1033.0,0.0,94.0,1127.0,1127.0,0.0,0.0,1127.0,0.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1991.0,2.0,480.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,5.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,Ex,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,Detchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,135000
1492.0,908127120.0,30.0,63.0,13907.0,5.0,6.0,1940.0,1969.0,0.0,290.0,0.0,706.0,996.0,996.0,0.0,0.0,996.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1979.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,108000
1493.0,908128050.0,85.0,90.0,10012.0,4.0,5.0,1972.0,1972.0,0.0,920.0,180.0,38.0,1138.0,1181.0,0.0,0.0,1181.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1974.0,2.0,588.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,4.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Av,BLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,137500
1494.0,908128110.0,60.0,60.0,6931.0,7.0,5.0,2003.0,2004.0,92.0,0.0,0.0,746.0,746.0,760.0,896.0,0.0,1656.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2003.0,2.0,397.0,178.0,128.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,165400
1495.0,908151040.0,80.0,68.0,9638.0,6.0,6.0,1977.0,1977.0,0.0,368.0,120.0,541.0,1029.0,1117.0,0.0,0.0,1117.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1977.0,2.0,542.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2008.0,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,147000
1496.0,908152110.0,60.0,72.0,7200.0,6.0,7.0,1976.0,2001.0,0.0,288.0,0.0,396.0,684.0,684.0,714.0,0.0,1398.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,1976.0,2.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,160500
1497.0,908152270.0,20.0,60.0,7024.0,4.0,5.0,2005.0,2005.0,0.0,1024.0,0.0,108.0,1132.0,1132.0,0.0,0.0,1132.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,2005.0,2.0,451.0,252.0,64.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Ex,MnPrv,Shed,WD ,Normal,176000
